target,pos,context,context_pos,freq,lmi,
culture,NN,for,P,21937,-12872.5703858151,
culture,NN,from,P,24635,8924.359316007,
culture,NN,have,V,33761,-7617.32474883588,
culture,NN,in,P,127348,74640.3719360596,
culture,NN,of,P,252308,209480.595058235,
culture,NN,on,P,22473,-5432.56071296182,
culture,NN,popular,ADJ,24031,93969.2479484014,
culture,NN,that,P,22410,-3309.19494411292,
culture,NN,with,P,25926,-2635.92215100918,
cup,NN,coffee,NN,27916,173819.91834674,
cup,NN,in,P,21533,-73.9793822013383,
cup,NN,of,P,124407,163091.746558356,
cup,NN,tea,NN,37901,255748.302783096,
cure,NN,for,P,30756,69166.9443260548,
curiosity,NN,of,P,21677,21249.0338688568,
currency,NN,be,V,26986,-3372.8963323122,
currency,NN,in,P,24049,11204.2908310509,
currency,NN,of,P,34877,13882.6286032768,
curriculum,NN,be,V,28697,-3268.56030225179,
curriculum,NN,in,P,24207,10216.7138954945,
curriculum,NN,of,P,30336,6314.93627340671,
curve,NN,of,P,27550,13667.8134943277,
custody,NN,in,P,39512,66272.9137903584,
custody,NN,of,P,24334,18322.8404181401,
custom,NN,be,V,28193,-6635.88203873046,
custom,NN,of,P,38269,12885.7828743074,
customer,NN,as,P,30218,289.930102852884,
customer,NN,base,NN,22704,87195.7353842336,
customer,NN,be,V,158188,-42777.9510340382,
customer,NN,by,P,31839,4649.9594018139,
customer,NN,for,P,109010,70766.5413613707,
customer,NN,from,P,42018,22223.3363729083,
customer,NN,have,V,63074,2023.69400116994,
customer,NN,in,P,70956,-25972.9502647252,
customer,NN,new,ADJ,23745,29767.9156157892,
customer,NN,of,P,156940,-1855.42138704746,
customer,NN,on,P,38171,-3025.76503843152,
customer,NN,potential,ADJ,21618,79006.7705508999,
customer,NN,provide,V,21642,36428.9186433987,
customer,NN,service,NN,138574,519153.028625186,
customer,NN,that,P,47812,11609.2525575105,
customer,NN,with,P,99400,86969.2208296661,
cut,NN,be,V,62189,-18423.7756173237,
cut,NN,for,P,27072,4440.11594215336,
cut,NN,in,P,72409,40694.1357242171,
cut,NN,make,V,23719,38171.8881056692,
cut,NN,of,P,70466,6709.80874441289,
cut,NN,spending,NN,22163,117299.510941384,
cut,NN,tax,NN,41199,197567.530787394,
cycle,NN,be,V,41416,-18067.1674032414,
cycle,NN,in,P,31476,-143.920943816844,
cycle,NN,life,NN,29607,98677.2462734714,
cycle,NN,of,P,97720,67302.2508547146,
dad,NN,be,V,42980,20789.8474900618,
damage,NN,be,V,77000,-14300.1692211179,
damage,NN,by,P,29368,25548.5966322681,
damage,NN,cause,V,64440,308108.67196518,
damage,NN,do,V,49024,69979.9168791889,
damage,NN,for,P,52075,37239.206464724,
damage,NN,from,P,29746,29394.5213930985,
damage,NN,have,V,22689,-4212.36999478003,
damage,NN,in,P,42000,-3601.34647593166,
damage,NN,of,P,89359,20522.4521486238,
dance,NN,be,V,29372,-15245.2750553452,
dance,NN,in,P,31161,7671.53656706855,
dance,NN,music,NN,25059,114044.711572616,
dance,NN,of,P,45656,8609.58002412522,
danger,NN,be,V,107655,64755.8956774693,
danger,NN,in,P,93545,109179.176186145,
danger,NN,of,P,177991,243996.709432693,
danger,NN,that,P,25027,21329.9974113611,
dark,NN,in,P,58589,128190.789598664,
darkness,NN,in,P,37329,49860.1897468806,
darkness,NN,of,P,46144,51132.5921136971,
data,NN,be,V,93650,35513.382513083,
data,NN,for,P,23684,7019.77876224366,
data,NN,in,P,20763,-8742.71838774951,
data,NN,of,P,51613,2577.86063243948,
database,NN,be,V,49713,-10117.7314239239,
database,NN,for,P,23879,8480.72697510108,
database,NN,in,P,44004,16747.7975704409,
database,NN,of,P,66974,24180.1633230649,
date,NN,after,P,22515,40994.6527747217,
date,NN,at,P,25545,9004.14257824128,
date,NN,be,V,114855,-28567.6437051863,
date,NN,by,P,25159,6349.63699873785,
date,NN,for,P,81796,57565.9040144086,
date,NN,from,P,56482,65888.2227514728,
date,NN,have,V,37779,-5238.44458014084,
date,NN,in,P,43967,-22108.9411461143,
date,NN,late,ADJ,35905,129553.639804201,
date,NN,of,P,258057,213491.851269787,
date,NN,on,P,76778,73813.1386612005,
date,NN,time,NN,33744,55763.7548437636,
date,NN,up,ADV,24548,76987.5772691433,
date,NN,with,P,37174,8669.34562628209,
datum,NN,about,P,26781,14488.6042556088,
datum,NN,analysis,NN,20168,59221.0613459449,
datum,NN,as,P,42501,-6006.84750672043,
datum,NN,at,P,27656,-11116.2348975274,
datum,NN,available,ADJ,32721,73610.4002576684,
datum,NN,be,V,270647,-61007.1560384156,
datum,NN,by,P,50532,5858.78924814437,
datum,NN,collect,V,59024,257136.787854622,
datum,NN,collection,NN,22220,67886.4707616049,
datum,NN,for,P,140556,57813.8342508125,
datum,NN,from,P,190015,293741.640949937,
datum,NN,have,V,57218,-31891.8470494291,
datum,NN,in,P,149417,-16940.9991088795,
datum,NN,include,V,21718,22885.5260442382,
datum,NN,into,P,24820,14774.1519711731,
datum,NN,more,ADJ,20265,10527.7445779986,
datum,NN,not,ADV,26708,-11747.7526928454,
datum,NN,of,P,344648,97472.9476871879,
datum,NN,on,P,148537,116968.523970784,
datum,NN,other,ADJ,23986,11875.6108321838,
datum,NN,personal,ADJ,28696,78828.7527857543,
datum,NN,provide,V,34454,57063.4570262331,
datum,NN,set,V,21929,42383.4726139996,
datum,NN,show,V,28996,53904.7069466485,
datum,NN,that,P,69132,8263.54096471777,
datum,NN,use,V,70055,110579.957604203,
datum,NN,with,P,80420,13754.5491930031,
daughter,NN,be,V,100134,21441.1206319961,
daughter,NN,for,P,25967,4060.86464829768,
daughter,NN,have,V,50295,37595.7847494046,
daughter,NN,in,P,24515,-11938.6552575912,
daughter,NN,of,P,131827,99612.2179248749,
daughter,NN,old,ADJ,20697,63882.0793590448,
daughter,NN,son,NN,25502,121994.814375203,
daughter,NN,with,P,31252,20616.8526482744,
dawn,NN,of,P,24147,25975.1162167867,
day,NN,about,ADV,25921,15026.7208793622,
day,NN,about,P,31832,-9297.56571832654,
day,NN,after,P,257906,624000.98485692,
day,NN,ago,ADV,73344,208328.325234005,
day,NN,as,P,117085,-15669.083164212,
day,NN,at,P,146815,38394.9319380493,
day,NN,bad,ADJ,28664,38071.145935316,
day,NN,be,V,581368,-271329.433147854,
day,NN,because,P,23739,-322.438062102926,
day,NN,before,ADV,24015,60771.980955776,
day,NN,before,P,142778,308356.762587395,
day,NN,by,P,110747,-11659.5748612111,
day,NN,come,V,55661,44458.9184759689,
day,NN,couple,NN,77217,218268.041033227,
day,NN,day,NN,179652,406271.721735403,
day,NN,do,V,61310,-39941.9463164053,
day,NN,during,P,106217,237383.359210563,
day,NN,early,ADJ,83576,206256.995141028,
day,NN,even,ADV,20693,-1126.13257050205,
day,NN,few,ADJ,283198,860160.234346851,
day,NN,final,ADJ,23420,44095.6856174524,
day,NN,first,ADJ,131814,236677.49079261,
day,NN,follow,V,69340,133378.602572011,
day,NN,for,P,501415,339601.196652167,
day,NN,from,P,138274,30718.3902080043,
day,NN,full,ADJ,32006,42206.1268794699,
day,NN,get,V,40400,-3788.18996346578,
day,NN,give,V,24227,2097.67913090706,
day,NN,go,V,50556,13594.595519631,
day,NN,good,ADJ,69635,35447.858210085,
day,NN,great,ADJ,32509,17229.572019094,
day,NN,have,V,153103,-88646.1585316265,
day,NN,hour,NN,93814,256398.498197767,
day,NN,if,P,38113,-11581.3484881212,
day,NN,in,P,689076,282083.587079344,
day,NN,job,NN,22241,25445.4300265491,
day,NN,just,ADV,64369,36420.6475283611,
day,NN,last,ADJ,114131,231301.045629881,
day,NN,later,ADV,93587,277922.810817437,
day,NN,least,ADJ,20645,20754.9712378695,
day,NN,like,P,21182,-5386.71930206715,
day,NN,long,ADJ,32802,40501.4611595016,
day,NN,long,ADV,23546,38651.1099952184,
day,NN,make,V,42576,-8996.62876445863,
day,NN,many,ADJ,27214,-2678.06643775762,
day,NN,modern,ADJ,30896,68097.9073343096,
day,NN,more,ADJ,29488,-3281.21579886479,
day,NN,most,ADJ,21041,12190.6802732505,
day,NN,next,ADJ,217301,687248.795702421,
day,NN,night,NN,61004,145693.408187514,
day,NN,not,ADV,41118,-41703.5602410839,
day,NN,now,ADV,27926,3421.34349595575,
day,NN,of,P,1279068,752497.881662809,
day,NN,old,ADJ,47929,71249.4581262402,
day,NN,on,P,432127,367088.084750107,
day,NN,only,ADV,33536,8438.02895429282,
day,NN,other,ADJ,109393,110127.863169619,
day,NN,out,ADV,21337,31551.4330670215,
day,NN,over,P,36922,17629.6555653441,
day,NN,past,ADJ,27377,54709.7416815024,
day,NN,people,NN,22617,-13542.0955600679,
day,NN,per,P,130008,405166.449768725,
day,NN,present,ADJ,44477,120815.418588095,
day,NN,same,ADJ,78352,125875.987445192,
day,NN,school,NN,38356,45748.3852543099,
day,NN,second,ADJ,25391,34458.8590343391,
day,NN,see,V,33469,2782.24583799697,
day,NN,several,ADJ,48509,84080.8289665901,
day,NN,since,P,36991,48342.4189804924,
day,NN,single,ADJ,27119,49362.1848069334,
day,NN,so,ADV,53483,8891.51097163759,
day,NN,spend,V,78824,204254.241926055,
day,NN,start,V,28892,25762.373949644,
day,NN,sunny,ADJ,20768,90463.6795826625,
day,NN,take,V,52449,19584.629404426,
day,NN,than,P,56202,16868.9215730683,
day,NN,that,P,147063,-19337.126279641,
day,NN,then,ADV,39413,20254.570211866,
day,NN,there,ADV,21616,9533.33860238881,
day,NN,through,P,23538,3344.11004197868,
day,NN,throughout,P,42815,105702.71953161,
day,NN,time,NN,91681,74479.0379476547,
day,NN,trip,NN,23312,57396.1459717127,
day,NN,until,P,38281,57479.5394279456,
day,NN,very,ADV,33469,1165.6556240743,
day,NN,week,NN,97299,228656.725967545,
day,NN,whole,ADJ,22476,33443.6390055489,
day,NN,with,P,160072,-23445.7638992561,
day,NN,within,P,100443,225415.221887335,
day,NN,without,P,23218,14212.3361835262,
day,NN,work,NN,40843,33200.32846193,
day,NN,work,V,72997,84381.3836847689,
day,NN,year,NN,25590,-7914.26496700785,
dead,NN,of,P,20884,21562.0926587581,
deadline,NN,be,V,22493,1573.54670010462,
deadline,NN,for,P,38501,73128.080894538,
deal,NN,be,V,97093,-42737.3575374111,
deal,NN,big,ADJ,62194,227470.00495383,
deal,NN,do,V,25340,7126.11304698689,
deal,NN,for,P,49475,8785.42476645727,
deal,NN,good,ADJ,104903,286917.57953837,
deal,NN,great,ADJ,222588,950462.648882521,
deal,NN,have,V,21274,-15665.4961380843,
deal,NN,in,P,47599,-21272.9871572163,
deal,NN,of,P,215860,134980.359571309,
deal,NN,on,P,40367,11909.8087287741,
deal,NN,that,P,26737,-536.009199491914,
deal,NN,with,P,210430,408931.391741317,
dealer,NN,be,V,23549,-6695.37366920149,
dealing,NN,with,P,34427,102539.589261232,
death,NN,after,P,80206,215900.936139667,
death,NN,as,P,27589,-3834.1118682113,
death,NN,at,P,35388,9875.22410145862,
death,NN,be,V,170630,-43042.7745640276,
death,NN,before,P,26129,49691.7597029778,
death,NN,by,P,57691,39397.690697319,
death,NN,cause,NN,25640,98104.3701468681,
death,NN,cause,V,24216,71204.0453601116,
death,NN,for,P,67385,7453.53017266317,
death,NN,from,P,45993,25836.3391011337,
death,NN,have,V,36945,-20701.7741895654,
death,NN,in,P,173871,82182.5909367618,
death,NN,life,NN,39562,94589.1450451648,
death,NN,of,P,502808,550562.623541853,
death,NN,on,P,54808,12328.7826913386,
death,NN,penalty,NN,43936,233832.504968923,
death,NN,that,P,28130,-9709.80271057429,
death,NN,until,P,27539,71945.7128856181,
death,NN,with,P,42719,-1158.23757510618,
debate,NN,about,P,55405,140257.631137805,
debate,NN,be,V,84573,-10579.671966139,
debate,NN,for,P,29312,3143.1513480443,
debate,NN,have,V,29711,1509.07773597662,
debate,NN,in,P,93071,62986.5782664163,
debate,NN,of,P,83760,11036.9085865963,
debate,NN,on,P,79490,113335.666695239,
debate,NN,over,P,34521,92503.3805768872,
debit,NN,card,NN,28521,199655.35513388,
debt,NN,be,V,85878,-13277.107865088,
debt,NN,for,P,27612,73.5191100743753,
debt,NN,have,V,25251,-3956.36378418711,
debt,NN,in,P,60760,12486.5225674816,
debt,NN,of,P,113820,44800.5956314428,
debt,NN,on,P,27632,8961.24387221049,
debt,NN,pay,V,21156,65740.1182699795,
debt,NN,with,P,26698,7663.80436049678,
debut,NN,album,NN,22478,145274.253681126,
debut,NN,in,P,21482,15081.8609453708,
decade,NN,after,P,27082,66388.4859072149,
decade,NN,ago,ADV,50866,242126.504583469,
decade,NN,be,V,38628,-34475.157004289,
decade,NN,few,ADJ,26070,76582.5303475701,
decade,NN,for,P,120411,184997.799772301,
decade,NN,have,V,36424,9861.57472727212,
decade,NN,in,P,66772,24099.416462033,
decade,NN,last,ADJ,74776,290833.887119645,
decade,NN,next,ADJ,32403,114876.719382897,
decade,NN,of,P,132876,80983.9993574368,
decade,NN,over,P,47817,144487.727779296,
decade,NN,past,ADJ,71881,377326.072574822,
decade,NN,than,P,40203,90487.3479479864,
decision,NN,about,P,65906,117357.151385469,
decision,NN,as,P,27046,-6874.76568064671,
decision,NN,base,V,25106,60665.0265682009,
decision,NN,be,V,254385,13165.9656149014,
decision,NN,by,P,67909,50975.1297710682,
decision,NN,final,ADJ,32270,114505.8717457,
decision,NN,for,P,73034,6994.9320782514,
decision,NN,good,ADJ,23884,18724.9008151989,
decision,NN,have,V,58640,-11358.0399508421,
decision,NN,in,P,133146,14707.2281354423,
decision,NN,make,V,362638,1187931.94723031,
decision,NN,maker,NN,24134,118714.467694925,
decision,NN,making,NN,28698,166430.696235492,
decision,NN,not,ADV,40026,12161.5802903719,
decision,NN,of,P,186256,1220.37969688344,
decision,NN,on,P,122274,113963.748287905,
decision,NN,take,V,53100,91902.2235786506,
decision,NN,that,P,74752,40128.8094276482,
decision,NN,whether,P,20566,49221.8948324311,
decision,NN,with,P,39856,-7645.22369836694,
deck,NN,of,P,22249,7630.44052235788,
deck,NN,on,P,28397,54899.4744562673,
declaration,NN,of,P,43820,52909.539247162,
decline,NN,be,V,24528,-8145.59991879646,
decline,NN,in,P,102707,185496.746773795,
decline,NN,of,P,56159,42838.1188366672,
decrease,NN,in,P,54393,109933.797202382,
deed,NN,of,P,26608,21756.3091061574,
default,NN,be,V,55997,13424.370436779,
default,NN,by,P,78824,205038.263385666,
default,NN,for,P,20998,11565.8437088173,
default,NN,in,P,21276,-465.492394767219,
default,NN,of,P,32688,-1047.1090316363,
defeat,NN,in,P,21560,17620.0804955528,
defeat,NN,of,P,35040,30250.921442519,
defence,NN,be,V,32579,-8482.44649559272,
defence,NN,in,P,44091,32994.5407788078,
defence,NN,of,P,74675,62401.0352370095,
defendant,NN,be,V,39289,10705.8157921361,
defendant,NN,of,P,26228,3538.01933511025,
defendant,NN,that,P,28784,48101.1357040673,
defender,NN,of,P,29898,22107.3646397756,
defense,NN,be,V,33956,-13095.778797828,
defense,NN,for,P,22213,10704.1596579704,
defense,NN,in,P,41843,22147.3252699886,
defense,NN,of,P,81333,61352.7434785463,
deficit,NN,be,V,24676,-3099.40535688141,
deficit,NN,budget,NN,20802,121668.315687486,
deficit,NN,in,P,21133,8992.23072548896,
deficit,NN,of,P,21396,-36.5500893131624,
definition,NN,be,V,58757,-9195.7615689847,
definition,NN,by,P,52322,91409.9197260348,
definition,NN,for,P,20833,2053.44878340858,
definition,NN,in,P,27970,-5389.17007160854,
definition,NN,of,P,246979,381807.543503055,
degree,NN,at,P,41112,33157.3559083039,
degree,NN,bachelor,NN,24318,173516.925146768,
degree,NN,be,V,76351,-51833.5067140497,
degree,NN,by,P,20992,1038.66018707683,
degree,NN,for,P,30079,-9578.78469039786,
degree,NN,from,P,44330,40005.4892111296,
degree,NN,have,V,33590,-9338.43728208292,
degree,NN,high,ADJ,41755,116051.368435405,
degree,NN,in,P,177957,155431.614068931,
degree,NN,master,NN,27687,139623.210214753,
degree,NN,of,P,327381,341596.520794628,
degree,NN,vary,V,21911,96804.870235666,
degree,NN,with,P,51755,28066.4345063676,
delay,NN,be,V,32015,-1369.8786728931,
delay,NN,for,P,20155,15849.9585441565,
delay,NN,in,P,51387,58401.2211927157,
delay,NN,of,P,29554,4248.35209751897,
delight,NN,of,P,28956,28902.454548472,
delivery,NN,be,V,42467,-25863.8324636827,
delivery,NN,for,P,57282,56260.6374980395,
delivery,NN,in,P,35445,-2965.78320079124,
delivery,NN,of,P,156118,149775.560312252,
delivery,NN,service,NN,39388,136475.494820403,
demand,NN,be,V,80475,-28973.9620857283,
demand,NN,by,P,20810,6388.94637822178,
demand,NN,for,P,201224,371938.302435143,
demand,NN,from,P,22213,10611.273577139,
demand,NN,high,ADJ,20243,46995.5958797609,
demand,NN,in,P,74138,19576.1966499429,
demand,NN,increase,V,27820,97585.014527881,
demand,NN,meet,V,27237,95966.5253212352,
demand,NN,of,P,117963,34080.7527568931,
demand,NN,on,P,60886,59295.906111508,
demand,NN,supply,NN,24819,112287.885017013,
demand,NN,that,P,29551,10280.1112982923,
demand,NN,with,P,27525,4874.95267016127,
dementia,NN,with,P,22268,51753.6509568219,
demise,NN,of,P,30079,55291.1741141174,
democracy,NN,be,V,50355,5138.43167566351,
democracy,NN,for,P,21865,12239.5347181332,
democracy,NN,in,P,47975,36448.1515921423,
democracy,NN,of,P,73636,55124.1404996097,
demonstration,NN,be,V,24012,-6302.93518419896,
demonstration,NN,in,P,25890,13434.7864207902,
demonstration,NN,of,P,59115,53496.8781716997,
denial,NN,of,P,56570,89233.7106710555,
density,NN,of,P,40768,34838.848412109,
department,NN,at,P,23000,16163.4532468696,
department,NN,be,V,63049,-24794.7473648938,
department,NN,for,P,26770,1125.73757195777,
department,NN,government,NN,24960,77428.637301841,
department,NN,have,V,35823,9435.81934752722,
department,NN,in,P,75670,37480.4083178978,
department,NN,of,P,104678,39802.56585465,
department,NN,store,NN,21620,98394.1026503572,
department,NN,with,P,20385,1786.22105420092,
departure,NN,from,P,34573,94568.4956799631,
departure,NN,of,P,35816,32669.9715972328,
dependence,NN,on,P,29136,79072.785797818,
depiction,NN,of,P,39044,78288.407197242,
deployment,NN,of,P,37641,45742.1237451052,
deposit,NN,be,V,29390,-1981.88057287349,
deposit,NN,of,P,41816,23070.4566672516,
depression,NN,be,V,22856,-6514.59905169236,
depression,NN,of,P,41632,24194.4524302201,
depth,NN,in,P,103376,138137.225365272,
depth,NN,industry,NN,23222,103903.200441321,
depth,NN,of,P,157920,208516.433626093,
depth,NN,provide,V,27054,87450.440342814,
descendant,NN,of,P,41133,75568.9100337385,
descent,NN,of,P,28297,34832.9583531575,
description,NN,be,V,46951,-19249.4218588378,
description,NN,for,P,21053,1681.98857738719,
description,NN,in,P,28640,-5675.98470422939,
description,NN,job,NN,22634,84528.7506187037,
description,NN,of,P,266875,425454.573329369,
desert,NN,in,P,35447,48133.934311525,
desert,NN,of,P,25104,14392.5828151982,
design,NN,as,P,27529,-7553.69610231443,
design,NN,be,V,182970,-57758.8876066813,
design,NN,by,P,38856,6000.50250684727,
design,NN,for,P,117443,62585.4824414224,
design,NN,from,P,33426,3655.09931319742,
design,NN,good,ADJ,22530,15494.5342159598,
design,NN,graphic,ADJ,24981,132709.123005492,
design,NN,have,V,40273,-24459.0119062536,
design,NN,in,P,152741,32053.2070702353,
design,NN,new,ADJ,32495,44731.8617586822,
design,NN,of,P,293876,124804.586862828,
design,NN,on,P,57046,7514.43399107072,
design,NN,process,NN,20245,46754.1642937585,
design,NN,that,P,26039,-14468.7823624647,
design,NN,web,NN,55546,235690.330747598,
design,NN,with,P,64268,15942.5930845698,
designer,NN,be,V,34732,-14535.2727754423,
designer,NN,for,P,20518,7121.53496324266,
designer,NN,of,P,36831,-3436.20999456248,
desire,NN,be,V,52341,-3883.85377757748,
desire,NN,for,P,64160,91193.2490950269,
desire,NN,have,V,31353,19918.9312172146,
desire,NN,of,P,61983,22400.665690582,
desk,NN,at,P,29011,63551.5538697729,
desk,NN,on,P,30157,52405.9240083211,
desktop,NN,on,P,24459,42389.5420437772,
destination,NN,be,V,23230,-6408.11588512602,
destination,NN,for,P,29661,37387.0208097152,
destination,NN,of,P,22405,-1019.26356063072,
destruction,NN,mass,ADJ,28912,196693.376444961,
